State,District,Year,District Year,Dem%,Rep%,Oth%,M%,Winner
AL,3,2008,2006,43,56,1,13,McCain
AL,4,2008,2006,23,76,1,53,McCain
AL,5,2008,2006,38,61,1,23,McCain
AL,6,2008,2006,23,76,1,53,McCain
AL,7,2008,2006,72,27,1,-45,Obama
AR,1,2008,2006,38,59,3,21,McCain
AR,2,2008,2006,44,54,2,10,McCain
AR,3,2008,2006,34,64,2,30,McCain
AR,4,2008,2006,39,58,3,19,McCain
AZ,1,2008,2006,44,54,2,10,McCain
AZ,2,2008,2006,38,61,1,23,McCain
AZ,3,2008,2006,42,57,1,15,McCain
AZ,4,2008,2006,66,33,1,-33,Obama
AZ,5,2008,2006,47,52,1,5,McCain
AZ,6,2008,2006,38,61,1,23,McCain
AZ,7,2008,2006,57,42,1,-15,Obama
AZ,8,2008,2006,46,52,2,6,McCain
CA,1,2008,2006,66,32,2,-34,Obama
CA,2,2008,2006,43,55,2,12,McCain
CA,3,2008,2006,49,49,2,0,McCain
CA,4,2008,2006,44,54,2,10,McCain
CA,5,2008,2006,70,28,2,-42,Obama
CA,6,2008,2006,76,22,2,-54,Obama
CA,7,2008,2006,72,27,1,-45,Obama
CA,8,2008,2006,85,12,3,-73,Obama
CA,9,2008,2006,88,10,2,-78,Obama
CA,10,2008,2006,65,33,2,-32,Obama
CA,11,2008,2006,54,44,2,-10,Obama
CA,12,2008,2006,74,24,2,-50,Obama
CA,13,2008,2006,74,24,2,-50,Obama
CA,14,2008,2006,73,25,2,-48,Obama
CA,15,2008,2006,68,30,2,-38,Obama
CA,16,2008,2006,70,29,1,-41,Obama
CA,17,2008,2006,72,26,2,-46,Obama
CA,18,2008,2006,59,39,2,-20,Obama
CA,19,2008,2006,46,52,2,6,McCain
CA,20,2008,2006,60,39,1,-21,Obama
CA,21,2008,2006,42,56,2,14,McCain
CA,22,2008,2006,38,60,2,22,McCain
CA,23,2008,2006,66,32,2,-34,Obama
CA,24,2008,2006,51,48,1,-3,Obama
CA,25,2008,2006,49,48,3,-1,Obama
CA,26,2008,2006,51,47,2,-4,Obama
CA,27,2008,2006,66,32,2,-34,Obama
CA,28,2008,2006,76,22,2,-54,Obama
CA,29,2008,2006,68,30,2,-38,Obama
CA,30,2008,2006,70,28,2,-42,Obama
CA,31,2008,2006,80,18,2,-62,Obama
CA,32,2008,2006,68,30,2,-38,Obama
CA,33,2008,2006,87,12,1,-75,Obama
CA,34,2008,2006,75,23,2,-52,Obama
CA,35,2008,2006,84,14,2,-70,Obama
CA,36,2008,2006,64,34,2,-30,Obama
CA,37,2008,2006,80,19,1,-61,Obama
CA,38,2008,2006,71,27,2,-44,Obama
CA,39,2008,2006,65,32,3,-33,Obama
CA,40,2008,2006,47,51,2,4,McCain
CA,41,2008,2006,44,54,2,10,McCain
CA,42,2008,2006,45,53,2,8,McCain
CA,43,2008,2006,68,30,2,-38,Obama
CA,44,2008,2006,50,49,1,-1,Obama
CA,45,2008,2006,52,47,1,-5,Obama
CA,46,2008,2006,48,50,2,2,McCain
CA,47,2008,2006,60,38,2,-22,Obama
CA,48,2008,2006,49,49,2,0,McCain
CA,49,2008,2006,45,53,2,8,McCain
CA,50,2008,2006,51,47,2,-4,Obama
CA,51,2008,2006,63,35,2,-28,Obama
CA,52,2008,2006,45,53,2,8,McCain
CA,53,2008,2006,68,30,2,-38,Obama
CO,1,2008,2006,74,24,2,-50,Obama
CO,2,2008,2006,64,34,2,-30,Obama
CO,3,2008,2006,47,50,3,3,McCain
CO,4,2008,2006,49,50,1,1,McCain
CO,5,2008,2006,40,59,1,19,McCain
CO,6,2008,2006,46,53,1,7,McCain
CO,7,2008,2006,59,40,1,-19,Obama
CT,1,2008,2006,66,33,1,-33,Obama
CT,2,2008,2006,59,40,1,-19,Obama
CT,3,2008,2006,63,36,1,-27,Obama
CT,4,2008,2006,60,40,0,-20,Obama
CT,5,2008,2006,56,42,2,-14,Obama
DE,1,2008,2006,62,37,1,-25,Obama
FL,1,2008,2006,32,67,1,35,McCain
FL,2,2008,2006,45,54,1,9,McCain
FL,3,2008,2006,73,26,1,-47,Obama
FL,4,2008,2006,38,61,1,23,McCain
FL,5,2008,2006,43,56,1,13,McCain
FL,6,2008,2006,43,56,1,13,McCain
FL,7,2008,2006,46,53,1,7,McCain
FL,8,2008,2006,53,47,0,-6,Obama
FL,9,2008,2006,47,52,1,5,McCain
FL,10,2008,2006,51,47,2,-4,Obama
FL,11,2008,2006,66,33,1,-33,Obama
FL,12,2008,2006,49,50,1,1,McCain
FL,13,2008,2006,47,52,1,5,McCain
FL,14,2008,2006,42,57,1,15,McCain
FL,15,2008,2006,48,51,1,3,McCain
FL,16,2008,2006,47,52,1,5,McCain
FL,17,2008,2006,87,12,1,-75,Obama
FL,18,2008,2006,51,49,0,-2,Obama
FL,19,2008,2006,65,34,1,-31,Obama
FL,20,2008,2006,63,36,1,-27,Obama
FL,21,2008,2006,49,51,0,2,McCain
FL,22,2008,2006,52,48,0,-4,Obama
FL,23,2008,2006,83,17,0,-66,Obama
FL,24,2008,2006,49,51,0,2,McCain
FL,25,2008,2006,49,50,1,1,McCain
GA,1,2008,2006,36,63,1,27,McCain
GA,2,2008,2006,54,46,0,-8,Obama
GA,3,2008,2006,35,64,1,29,McCain
GA,4,2008,2006,79,21,0,-58,Obama
GA,5,2008,2006,79,20,1,-59,Obama
GA,6,2008,2006,37,62,1,25,McCain
GA,7,2008,2006,39,60,1,21,McCain
GA,8,2008,2006,43,56,1,13,McCain
GA,9,2008,2006,24,75,1,51,McCain
GA,10,2008,2006,38,61,1,23,McCain
GA,11,2008,2006,33,66,1,33,McCain
GA,12,2008,2006,54,45,1,-9,Obama
GA,13,2008,2006,71,28,1,-43,Obama
HI,1,2008,2006,70,28,2,-42,Obama
HI,2,2008,2006,73,25,2,-48,Obama
IA,1,2008,2006,58,41,1,-17,Obama
IA,2,2008,2006,60,38,2,-22,Obama
IA,3,2008,2006,54,44,2,-10,Obama
IA,4,2008,2006,53,45,2,-8,Obama
IA,5,2008,2006,44,54,2,10,McCain
ID,1,2008,2006,36,62,2,26,McCain
ID,2,2008,2006,36,61,3,25,McCain
IL,1,2008,2006,87,13,0,-74,Obama
IL,2,2008,2006,90,10,0,-80,Obama
IL,3,2008,2006,64,35,1,-29,Obama
IL,4,2008,2006,85,13,2,-72,Obama
IL,5,2008,2006,73,26,1,-47,Obama
IL,6,2008,2006,56,43,1,-13,Obama
IL,7,2008,2006,88,12,0,-76,Obama
IL,8,2008,2006,56,43,1,-13,Obama
IL,9,2008,2006,72,26,2,-46,Obama
IL,10,2008,2006,61,38,1,-23,Obama
IL,11,2008,2006,53,45,2,-8,Obama
IL,12,2008,2006,54,44,2,-10,Obama
IL,13,2008,2006,54,45,1,-9,Obama
IL,14,2008,2006,55,44,1,-11,Obama
IL,15,2008,2006,48,50,2,2,McCain
IL,16,2008,2006,53,45,2,-8,Obama
IL,17,2008,2006,56,42,2,-14,Obama
IL,18,2008,2006,48,50,2,2,McCain
IL,19,2008,2006,44,54,2,10,McCain
IN,1,2008,2006,62,37,1,-25,Obama
IN,2,2008,2006,54,45,1,-9,Obama
IN,3,2008,2006,43,56,1,13,McCain
IN,4,2008,2006,43,56,1,13,McCain
IN,5,2008,2006,40,59,1,19,McCain
IN,6,2008,2006,46,53,1,7,McCain
IN,7,2008,2006,71,28,1,-43,Obama
IN,8,2008,2006,47,51,2,4,McCain
IN,9,2008,2006,49,50,1,1,McCain
KS,1,2008,2006,30,69,1,39,McCain
KS,2,2008,2006,43,55,2,12,McCain
KS,3,2008,2006,51,48,1,-3,Obama
KS,4,2008,2006,40,58,2,18,McCain
KY,1,2008,2006,37,62,1,25,McCain
KY,2,2008,2006,38,61,1,23,McCain
KY,3,2008,2006,56,43,1,-13,Obama
KY,4,2008,2006,38,60,2,22,McCain
KY,5,2008,2006,31,67,2,36,McCain
KY,6,2008,2006,43,55,2,12,McCain
LA,1,2008,2006,26,73,1,47,McCain
LA,2,2008,2006,74,25,1,-49,Obama
LA,3,2008,2006,37,61,2,24,McCain
LA,4,2008,2006,40,59,1,19,McCain
LA,5,2008,2006,37,62,1,25,McCain
LA,6,2008,2006,41,57,2,16,McCain
LA,7,2008,2006,35,63,2,28,McCain
MA,1,2008,2006,64,34,2,-30,Obama
MA,2,2008,2006,59,39,2,-20,Obama
MA,3,2008,2006,59,39,2,-20,Obama
MA,4,2008,2006,64,35,1,-29,Obama
MA,5,2008,2006,59,39,2,-20,Obama
MA,6,2008,2006,58,41,1,-17,Obama
MA,7,2008,2006,65,33,2,-32,Obama
MA,8,2008,2006,86,14,0,-72,Obama
MA,9,2008,2006,60,39,1,-21,Obama
MA,10,2008,2006,55,44,1,-11,Obama
MD,1,2008,2006,40,58,2,18,McCain
MD,2,2008,2006,60,38,2,-22,Obama
MD,3,2008,2006,59,39,2,-20,Obama
MD,4,2008,2006,85,14,1,-71,Obama
MD,5,2008,2006,65,33,2,-32,Obama
MD,6,2008,2006,40,58,2,18,McCain
MD,7,2008,2006,79,20,1,-59,Obama
MD,8,2008,2006,74,25,1,-49,Obama
ME,1,2008,2006,61,38,1,-23,Obama
ME,2,2008,2006,55,43,2,-12,Obama
MI,1,2008,2006,50,48,2,-2,Obama
MI,2,2008,2006,48,51,1,3,McCain
MI,3,2008,2006,49,49,2,0,McCain
MI,4,2008,2006,50,48,2,-2,Obama
MI,5,2008,2006,64,35,1,-29,Obama
MI,6,2008,2006,54,45,1,-9,Obama
MI,7,2008,2006,52,46,2,-6,Obama
MI,8,2008,2006,53,46,1,-7,Obama
MI,9,2008,2006,56,43,1,-13,Obama
MI,10,2008,2006,48,50,2,2,McCain
MI,11,2008,2006,54,45,1,-9,Obama
MI,12,2008,2006,65,33,2,-32,Obama
MI,13,2008,2006,85,15,0,-70,Obama
MI,14,2008,2006,86,14,0,-72,Obama
MI,15,2008,2006,66,33,1,-33,Obama
MN,1,2008,2006,51,47,2,-4,Obama
MN,2,2008,2006,48,50,2,2,McCain
MN,3,2008,2006,52,46,2,-6,Obama
MN,4,2008,2006,64,34,2,-30,Obama
MN,5,2008,2006,74,24,2,-50,Obama
MN,6,2008,2006,45,53,2,8,McCain
MN,7,2008,2006,47,50,3,3,McCain
MN,8,2008,2006,53,45,2,-8,Obama
MO,1,2008,2006,80,19,1,-61,Obama
MO,2,2008,2006,44,55,1,11,McCain
MO,3,2008,2006,60,39,1,-21,Obama
MO,4,2008,2006,38,61,1,23,McCain
MO,5,2008,2006,64,35,1,-29,Obama
MO,6,2008,2006,45,54,1,9,McCain
MO,7,2008,2006,35,63,2,28,McCain
MO,8,2008,2006,36,62,2,26,McCain
MO,9,2008,2006,44,55,1,11,McCain
MS,1,2008,2006,38,62,0,24,McCain
MS,2,2008,2006,66,34,0,-32,Obama
MS,3,2008,2006,38,62,0,24,McCain
MS,4,2008,2006,32,68,0,36,McCain
MT,1,2008,2006,47,49,4,2,McCain
NC,1,2008,2006,62,37,1,-25,Obama
NC,2,2008,2006,52,47,1,-5,Obama
NC,3,2008,2006,38,61,1,23,McCain
NC,4,2008,2006,63,36,1,-27,Obama
NC,5,2008,2006,38,61,1,23,McCain
NC,6,2008,2006,36,63,1,27,McCain
NC,7,2008,2006,47,52,1,5,McCain
NC,8,2008,2006,53,47,0,-6,Obama
NC,9,2008,2006,45,55,0,10,McCain
NC,10,2008,2006,36,63,1,27,McCain
NC,11,2008,2006,47,52,1,5,McCain
NC,12,2008,2006,70,29,1,-41,Obama
NC,13,2008,2006,59,40,1,-19,Obama
ND,1,2008,2006,45,53,2,8,McCain
NE,1,2008,2006,44,54,2,10,McCain
NE,2,2008,2006,50,49,1,-1,Obama
NE,3,2008,2006,30,69,1,39,McCain
NH,1,2008,2006,53,47,0,-6,Obama
NH,2,2008,2006,56,43,1,-13,Obama
NJ,1,2008,2006,65,34,1,-31,Obama
NJ,2,2008,2006,54,45,1,-9,Obama
NJ,3,2008,2006,52,47,1,-5,Obama
NJ,4,2008,2006,47,52,1,5,McCain
NJ,5,2008,2006,45,54,1,9,McCain
NJ,6,2008,2006,60,39,1,-21,Obama
NJ,7,2008,2006,51,48,1,-3,Obama
NJ,8,2008,2006,63,36,1,-27,Obama
NJ,9,2008,2006,61,38,1,-23,Obama
NJ,10,2008,2006,87,13,0,-74,Obama
NJ,11,2008,2006,45,54,1,9,McCain
NJ,12,2008,2006,58,41,1,-17,Obama
NJ,13,2008,2006,75,24,1,-51,Obama
NM,1,2008,2006,60,40,0,-20,Obama
NM,2,2008,2006,49,50,1,1,McCain
NM,3,2008,2006,61,38,1,-23,Obama
NV,1,2008,2006,64,34,2,-30,Obama
NV,2,2008,2006,49,49,2,0,McCain
NV,3,2008,2006,55,43,2,-12,Obama
NY,1,2008,2006,52,48,0,-4,Obama
NY,2,2008,2006,56,43,1,-13,Obama
NY,3,2008,2006,47,52,1,5,McCain
NY,4,2008,2006,58,41,1,-17,Obama
NY,5,2008,2006,63,36,1,-27,Obama
NY,6,2008,2006,89,11,0,-78,Obama
NY,7,2008,2006,79,20,1,-59,Obama
NY,8,2008,2006,74,26,0,-48,Obama
NY,9,2008,2006,55,44,1,-11,Obama
NY,10,2008,2006,91,9,0,-82,Obama
NY,11,2008,2006,91,9,0,-82,Obama
NY,12,2008,2006,86,13,1,-73,Obama
NY,13,2008,2006,49,51,0,2,McCain
NY,14,2008,2006,78,21,1,-57,Obama
NY,15,2008,2006,93,6,1,-87,Obama
NY,16,2008,2006,95,5,0,-90,Obama
NY,17,2008,2006,72,28,0,-44,Obama
NY,18,2008,2006,62,38,0,-24,Obama
NY,19,2008,2006,51,48,1,-3,Obama
NY,20,2008,2006,51,48,1,-3,Obama
NY,21,2008,2006,58,40,2,-18,Obama
NY,22,2008,2006,59,39,2,-20,Obama
NY,23,2008,2006,52,47,1,-5,Obama
NY,24,2008,2006,51,48,1,-3,Obama
NY,25,2008,2006,56,43,1,-13,Obama
NY,26,2008,2006,46,52,2,6,McCain
NY,27,2008,2006,54,44,2,-10,Obama
NY,28,2008,2006,69,30,1,-39,Obama
NY,29,2008,2006,48,51,1,3,McCain
OH,1,2008,2006,55,44,1,-11,Obama
OH,2,2008,2006,40,59,1,19,McCain
OH,3,2008,2006,47,51,2,4,McCain
OH,4,2008,2006,38,60,2,22,McCain
OH,5,2008,2006,45,53,2,8,McCain
OH,6,2008,2006,48,50,2,2,McCain
OH,7,2008,2006,45,54,1,9,McCain
OH,8,2008,2006,38,60,2,22,McCain
OH,9,2008,2006,62,36,2,-26,Obama
OH,10,2008,2006,59,39,2,-20,Obama
OH,11,2008,2006,85,14,1,-71,Obama
OH,12,2008,2006,53,46,1,-7,Obama
OH,13,2008,2006,57,42,1,-15,Obama
OH,14,2008,2006,49,49,2,0,McCain
OH,15,2008,2006,54,45,1,-9,Obama
OH,16,2008,2006,48,50,2,2,McCain
OH,17,2008,2006,62,36,2,-26,Obama
OH,18,2008,2006,45,52,3,7,McCain
OK,1,2008,2006,36,64,0,28,McCain
OK,2,2008,2006,34,66,0,32,McCain
OK,3,2008,2006,27,73,0,46,McCain
OK,4,2008,2006,34,66,0,32,McCain
OK,5,2008,2006,41,59,0,18,McCain
OR,1,2008,2006,61,36,3,-25,Obama
OR,2,2008,2006,43,54,3,11,McCain
OR,3,2008,2006,71,26,3,-45,Obama
OR,4,2008,2006,54,43,3,-11,Obama
OR,5,2008,2006,54,43,3,-11,Obama
PA,1,2008,2006,88,12,0,-76,Obama
PA,2,2008,2006,90,10,0,-80,Obama
PA,3,2008,2006,49,49,2,0,McCain
PA,4,2008,2006,44,55,1,11,McCain
PA,5,2008,2006,44,55,1,11,McCain
PA,6,2008,2006,58,41,1,-17,Obama
PA,7,2008,2006,56,43,1,-13,Obama
PA,8,2008,2006,54,45,1,-9,Obama
PA,9,2008,2006,35,63,2,28,McCain
PA,10,2008,2006,45,54,1,9,McCain
PA,11,2008,2006,57,42,1,-15,Obama
PA,12,2008,2006,49,50,1,1,McCain
PA,13,2008,2006,59,41,0,-18,Obama
PA,14,2008,2006,70,29,1,-41,Obama
PA,15,2008,2006,56,43,1,-13,Obama
PA,16,2008,2006,48,51,1,3,McCain
PA,17,2008,2006,48,51,1,3,McCain
PA,18,2008,2006,44,55,1,11,McCain
PA,19,2008,2006,43,56,1,13,McCain
RI,1,2008,2006,65,33,2,-32,Obama
RI,2,2008,2006,61,37,2,-24,Obama
SC,1,2008,2006,42,57,1,15,McCain
SC,2,2008,2006,45,54,1,9,McCain
SC,3,2008,2006,35,64,1,29,McCain
SC,4,2008,2006,38,60,2,22,McCain
SC,5,2008,2006,46,53,1,7,McCain
SC,6,2008,2006,64,35,1,-29,Obama
SD,1,2008,2006,45,53,2,8,McCain
TN,1,2008,2006,29,70,1,41,McCain
TN,2,2008,2006,34,64,2,30,McCain
TN,3,2008,2006,37,62,1,25,McCain
TN,4,2008,2006,34,64,2,30,McCain
TN,5,2008,2006,56,43,1,-13,Obama
TN,6,2008,2006,37,62,1,25,McCain
TN,7,2008,2006,34,65,1,31,McCain
TN,8,2008,2006,43,56,1,13,McCain
TN,9,2008,2006,77,22,1,-55,Obama
TX,1,2008,2006,31,69,0,38,McCain
TX,2,2008,2006,40,60,0,20,McCain
TX,3,2008,2006,42,57,1,15,McCain
TX,4,2008,2006,30,69,1,39,McCain
TX,5,2008,2006,36,63,1,27,McCain
TX,6,2008,2006,40,60,0,20,McCain
TX,7,2008,2006,41,58,1,17,McCain
TX,8,2008,2006,26,74,0,48,McCain
TX,9,2008,2006,77,23,0,-54,Obama
TX,10,2008,2006,44,55,1,11,McCain
TX,11,2008,2006,24,76,0,52,McCain
TX,12,2008,2006,36,63,1,27,McCain
TX,13,2008,2006,23,77,0,54,McCain
TX,14,2008,2006,33,66,1,33,McCain
TX,15,2008,2006,60,40,0,-20,Obama
TX,16,2008,2006,66,34,0,-32,Obama
TX,17,2008,2006,32,67,1,35,McCain
TX,18,2008,2006,77,22,1,-55,Obama
TX,19,2008,2006,27,72,1,45,McCain
TX,20,2008,2006,63,36,1,-27,Obama
TX,21,2008,2006,41,58,1,17,McCain
TX,22,2008,2006,41,58,1,17,McCain
TX,23,2008,2006,51,48,1,-3,Obama
TX,24,2008,2006,44,55,1,11,McCain
TX,25,2008,2006,59,40,1,-19,Obama
TX,26,2008,2006,41,58,1,17,McCain
TX,27,2008,2006,53,46,1,-7,Obama
TX,28,2008,2006,56,44,0,-12,Obama
TX,29,2008,2006,62,38,0,-24,Obama
TX,30,2008,2006,82,18,0,-64,Obama
TX,31,2008,2006,42,58,0,16,McCain
TX,32,2008,2006,46,53,1,7,McCain
UT,1,2008,2006,33,64,3,31,McCain
UT,2,2008,2006,39,57,4,18,McCain
UT,3,2008,2006,29,67,4,38,McCain
VA,1,2008,2006,48,51,1,3,McCain
VA,2,2008,2006,51,49,0,-2,Obama
VA,3,2008,2006,76,24,0,-52,Obama
VA,4,2008,2006,50,49,1,-1,Obama
VA,5,2008,2006,48,51,1,3,McCain
VA,6,2008,2006,42,57,1,15,McCain
VA,7,2008,2006,46,53,1,7,McCain
VA,8,2008,2006,69,30,1,-39,Obama
VA,9,2008,2006,40,59,1,19,McCain
VA,10,2008,2006,53,46,1,-7,Obama
VA,11,2008,2006,57,42,1,-15,Obama
VT,1,2008,2006,68,31,1,-37,Obama
WA,1,2008,2006,62,36,2,-26,Obama
WA,2,2008,2006,56,42,2,-14,Obama
WA,3,2008,2006,52,46,2,-6,Obama
WA,4,2008,2006,40,58,2,18,McCain
WA,5,2008,2006,46,52,2,6,McCain
WA,6,2008,2006,57,41,2,-16,Obama
WA,7,2008,2006,84,15,1,-69,Obama
WA,8,2008,2006,57,42,1,-15,Obama
WA,9,2008,2006,59,40,1,-19,Obama
WI,1,2008,2006,51,48,1,-3,Obama
WI,2,2008,2006,69,30,1,-39,Obama
WI,3,2008,2006,58,41,1,-17,Obama
WI,4,2008,2006,75,24,1,-51,Obama
WI,5,2008,2006,41,58,1,17,McCain
WI,6,2008,2006,50,49,1,-1,Obama
WI,7,2008,2006,56,43,1,-13,Obama
WI,8,2008,2006,54,45,1,-9,Obama
WV,1,2008,2006,42,57,1,15,McCain
WV,2,2008,2006,44,55,1,11,McCain
WV,3,2008,2006,42,56,2,14,McCain
WY,1,2008,2006,33,65,2,32,McCain
AL,0,2008,,38.74,60.32,0.94,21.58,McCain
AK,0,2008,,37.89,59.42,2.69,21.54,McCain
AZ,0,2008,,45.12,53.64,1.25,8.52,McCain
AR,0,2008,,38.86,58.72,2.42,19.85,McCain
CA,0,2008,,61.01,36.95,2.03,-24.06,Obama
CO,0,2008,,53.66,44.71,1.63,-8.95,Obama
CT,0,2008,,60.59,38.22,1.19,-22.37,Obama
DE,0,2008,,61.94,36.95,1.11,-25.00,Obama
DC,0,2008,,92.46,6.53,1.01,-85.92,Obama
FL,0,2008,,51.03,48.22,0.75,-2.82,Obama
GA,0,2008,,46.99,52.20,0.81,5.21,McCain
HI,0,2008,,71.85,26.58,1.57,-45.26,Obama
ID,0,2008,,36.09,61.52,2.39,25.43,McCain
IL,0,2008,,61.92,36.78,1.30,-25.14,Obama
IN,0,2008,,49.95,48.91,1.14,-1.03,Obama
IA,0,2008,,53.93,44.39,1.68,-9.53,Obama
KS,0,2008,,41.65,56.61,1.74,14.96,McCain
KY,0,2008,,41.17,57.40,1.43,16.23,McCain
LA,0,2008,,39.93,58.56,1.50,18.63,McCain
ME,0,2008,,57.71,40.38,1.91,-17.32,Obama
MD,0,2008,,61.92,36.47,1.61,-25.44,Obama
MA,0,2008,,61.80,35.99,2.21,-25.81,Obama
MI,0,2008,,57.43,40.96,1.61,-16.47,Obama
MN,0,2008,,54.06,43.82,2.12,-10.24,Obama
MS,0,2008,,43.00,56.18,0.82,13.17,McCain
MO,0,2008,,49.29,49.43,1.28,0.13,McCain
MT,0,2008,,47.25,49.51,3.24,2.26,McCain
NE,0,2008,,41.60,56.53,1.87,14.93,McCain
NV,0,2008,,55.15,42.65,2.20,-12.49,Obama
NH,0,2008,,54.13,44.52,1.35,-9.61,Obama
NJ,0,2008,,57.27,41.70,1.02,-15.57,Obama
NM,0,2008,,56.91,41.78,1.31,-15.13,Obama
NY,0,2008,,62.88,36.03,1.09,-26.86,Obama
NC,0,2008,,49.70,49.38,0.92,-0.33,Obama
ND,0,2008,,44.62,53.25,2.13,8.63,McCain
OH,0,2008,,51.50,46.91,1.59,-4.59,Obama
OK,0,2008,,34.35,65.65,0.00,31.29,McCain
OR,0,2008,,56.75,40.40,2.85,-16.35,Obama
PA,0,2008,,54.49,44.17,1.35,-10.32,Obama
RI,0,2008,,62.86,35.06,2.08,-27.81,Obama
SC,0,2008,,44.90,53.87,1.23,8.98,McCain
SD,0,2008,,44.75,53.16,2.09,8.41,McCain
TN,0,2008,,41.83,56.90,1.27,15.07,McCain
TX,0,2008,,43.68,55.45,0.86,11.77,McCain
UT,0,2008,,34.41,62.58,3.01,28.18,McCain
VT,0,2008,,67.46,30.45,2.10,-37.01,Obama
VA,0,2008,,52.63,46.33,1.04,-6.30,Obama
WA,0,2008,,57.65,40.48,1.87,-17.18,Obama
WV,0,2008,,42.59,55.71,1.70,13.12,McCain
WI,0,2008,,56.22,42.31,1.47,-13.90,Obama
WY,0,2008,,32.54,64.78,2.68,32.24,McCain
US,0,2008,,52.93,45.65,1.42,-7.27,Obama
